start_date,end_date,day,status,discipline,discipline_code,event,event_medal,phase,gender,event_type,venue,venue_code,location_description,location_code,url
2024-07-24T15:00:00+02:00,2024-07-24T16:45:00+02:00,2024-07-24,FINISHED,Football,FBL,Men,0,Men's Group B,M,HTEAM,Geoffroy-Guichard Stadium,STE,"Geoffroy-Guichard Stadium, Saint-Etienne",STE,/en/paris-2024/results/football/men/gpb-000100--
2024-07-24T15:00:00+02:00,2024-07-24T16:45:00+02:00,2024-07-24,FINISHED,Football,FBL,Men,0,Men's Group C,M,HTEAM,Parc des Princes,PDP,"Parc des Princes, Paris",PDP,/en/paris-2024/results/football/men/gpc-000100--
2024-07-24T15:30:00+02:00,2024-07-24T15:46:00+02:00,2024-07-24,FINISHED,Rugby Sevens,RU7,Men,0,Men's Pool B,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/gpb-000100--
2024-07-24T16:00:00+02:00,2024-07-24T16:16:00+02:00,2024-07-24,FINISHED,Rugby Sevens,RU7,Men,0,Men's Pool B,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/gpb-000200--
2024-07-24T16:30:00+02:00,2024-07-24T16:46:00+02:00,2024-07-24,FINISHED,Rugby Sevens,RU7,Men,0,Men's Pool C,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/gpc-000100--
2024-07-24T17:00:00+02:00,2024-07-24T18:45:00+02:00,2024-07-24,FINISHED,Football,FBL,Men,0,Men's Group A,M,HTEAM,Nice Stadium,NIC,"Nice Stadium, Nice",NIC,/en/paris-2024/results/football/men/gpa-000200--
2024-07-24T17:00:00+02:00,2024-07-24T18:45:00+02:00,2024-07-24,FINISHED,Football,FBL,Men,0,Men's Group C,M,HTEAM,La Beaujoire Stadium,NAN,"La Beaujoire Stadium, Nantes",NAN,/en/paris-2024/results/football/men/gpc-000200--
2024-07-24T17:00:00+02:00,2024-07-24T17:16:00+02:00,2024-07-24,FINISHED,Rugby Sevens,RU7,Men,0,Men's Pool C,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/gpc-000200--
2024-07-24T17:30:00+02:00,2024-07-24T17:46:00+02:00,2024-07-24,FINISHED,Rugby Sevens,RU7,Men,0,Men's Pool A,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/gpa-000100--
2024-07-24T18:00:00+02:00,2024-07-24T18:16:00+02:00,2024-07-24,FINISHED,Rugby Sevens,RU7,Men,0,Men's Pool A,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/gpa-000200--
2024-07-24T19:00:00+02:00,2024-07-24T20:45:00+02:00,2024-07-24,FINISHED,Football,FBL,Men,0,Men's Group B,M,HTEAM,Lyon Stadium,LYO,"Lyon Stadium, Lyon",LYO,/en/paris-2024/results/football/men/gpb-000200--
2024-07-24T19:00:00+02:00,2024-07-24T20:45:00+02:00,2024-07-24,FINISHED,Football,FBL,Men,0,Men's Group D,M,HTEAM,Bordeaux Stadium,BOR,"Bordeaux Stadium, Bordeaux",BOR,/en/paris-2024/results/football/men/gpd-000200--
2024-07-24T19:00:00+02:00,2024-07-24T19:16:00+02:00,2024-07-24,FINISHED,Rugby Sevens,RU7,Men,0,Men's Pool B,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/gpb-000300--
2024-07-24T19:30:00+02:00,2024-07-24T19:46:00+02:00,2024-07-24,FINISHED,Rugby Sevens,RU7,Men,0,Men's Pool B,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/gpb-000400--
2024-07-24T20:00:00+02:00,2024-07-24T20:16:00+02:00,2024-07-24,FINISHED,Rugby Sevens,RU7,Men,0,Men's Pool C,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/gpc-000300--
2024-07-24T20:30:00+02:00,2024-07-24T20:46:00+02:00,2024-07-24,FINISHED,Rugby Sevens,RU7,Men,0,Men's Pool C,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/gpc-000400--
2024-07-24T21:00:00+02:00,2024-07-24T22:45:00+02:00,2024-07-24,FINISHED,Football,FBL,Men,0,Men's Group A,M,HTEAM,Marseille Stadium,MRS,"Marseille Stadium, Marseille",MRS,/en/paris-2024/results/football/men/gpa-000100--
2024-07-24T21:00:00+02:00,2024-07-24T22:45:00+02:00,2024-07-24,FINISHED,Football,FBL,Men,0,Men's Group D,M,HTEAM,Parc des Princes,PDP,"Parc des Princes, Paris",PDP,/en/paris-2024/results/football/men/gpd-000100--
2024-07-24T21:00:00+02:00,2024-07-24T21:16:00+02:00,2024-07-24,FINISHED,Rugby Sevens,RU7,Men,0,Men's Pool A,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/gpa-000300--
2024-07-24T21:30:00+02:00,2024-07-24T21:46:00+02:00,2024-07-24,FINISHED,Rugby Sevens,RU7,Men,0,Men's Pool A,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/gpa-000400--
2024-07-25T09:00:00+02:00,2024-07-25T10:30:00+02:00,2024-07-25,FINISHED,Handball,HBL,Women,0,Women's Preliminary Round Group A,W,HTEAM,South Paris Arena 6,SP6,South Paris Arena 6,SP6,/en/paris-2024/results/handball/women/gpa-000100--
2024-07-25T09:30:00+02:00,2024-07-25T12:30:00+02:00,2024-07-25,FINISHED,Archery,ARC,Women's Individual,0,Women's Individual Ranking Round,W,ATH,Invalides,INV,Invalides,INV,/en/paris-2024/results/archery/women-s-individual/qual000100--
2024-07-25T11:00:00+02:00,2024-07-25T12:30:00+02:00,2024-07-25,FINISHED,Handball,HBL,Women,0,Women's Preliminary Round Group B,W,HTEAM,South Paris Arena 6,SP6,South Paris Arena 6,SP6,/en/paris-2024/results/handball/women/gpb-000100--
2024-07-25T14:00:00+02:00,2024-07-25T15:30:00+02:00,2024-07-25,FINISHED,Handball,HBL,Women,0,Women's Preliminary Round Group B,W,HTEAM,South Paris Arena 6,SP6,South Paris Arena 6,SP6,/en/paris-2024/results/handball/women/gpb-000200--
2024-07-25T14:00:00+02:00,2024-07-25T14:16:00+02:00,2024-07-25,FINISHED,Rugby Sevens,RU7,Men,0,Men's Pool B,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/gpb-000500--
2024-07-25T14:15:00+02:00,2024-07-25T17:15:00+02:00,2024-07-25,FINISHED,Archery,ARC,Men's Individual,0,Men's Individual Ranking Round,M,ATH,Invalides,INV,Invalides,INV,/en/paris-2024/results/archery/men-s-individual/qual000100--
2024-07-25T14:30:00+02:00,2024-07-25T14:46:00+02:00,2024-07-25,FINISHED,Rugby Sevens,RU7,Men,0,Men's Pool B,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/gpb-000600--
2024-07-25T15:00:00+02:00,2024-07-25T15:16:00+02:00,2024-07-25,FINISHED,Rugby Sevens,RU7,Men,0,Men's Pool C,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/gpc-000500--
2024-07-25T15:30:00+02:00,2024-07-25T15:46:00+02:00,2024-07-25,FINISHED,Rugby Sevens,RU7,Men,0,Men's Pool C,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/gpc-000600--
2024-07-25T16:00:00+02:00,2024-07-25T17:30:00+02:00,2024-07-25,FINISHED,Handball,HBL,Women,0,Women's Preliminary Round Group A,W,HTEAM,South Paris Arena 6,SP6,South Paris Arena 6,SP6,/en/paris-2024/results/handball/women/gpa-000200--
2024-07-25T16:00:00+02:00,2024-07-25T16:16:00+02:00,2024-07-25,FINISHED,Rugby Sevens,RU7,Men,0,Men's Pool A,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/gpa-000500--
2024-07-25T16:30:00+02:00,2024-07-25T16:46:00+02:00,2024-07-25,FINISHED,Rugby Sevens,RU7,Men,0,Men's Pool A,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/gpa-000600--
2024-07-25T17:00:00+02:00,2024-07-25T18:45:00+02:00,2024-07-25,FINISHED,Football,FBL,Women,0,Women's Group A,W,HTEAM,Geoffroy-Guichard Stadium,STE,"Geoffroy-Guichard Stadium, Saint-Etienne",STE,/en/paris-2024/results/football/women/gpa-000200--
2024-07-25T17:00:00+02:00,2024-07-25T18:45:00+02:00,2024-07-25,FINISHED,Football,FBL,Women,0,Women's Group C,W,HTEAM,La Beaujoire Stadium,NAN,"La Beaujoire Stadium, Nantes",NAN,/en/paris-2024/results/football/women/gpc-000100--
2024-07-25T19:00:00+02:00,2024-07-25T20:45:00+02:00,2024-07-25,FINISHED,Football,FBL,Women,0,Women's Group B,W,HTEAM,Marseille Stadium,MRS,"Marseille Stadium, Marseille",MRS,/en/paris-2024/results/football/women/gpb-000200--
2024-07-25T19:00:00+02:00,2024-07-25T20:45:00+02:00,2024-07-25,FINISHED,Football,FBL,Women,0,Women's Group C,W,HTEAM,Bordeaux Stadium,BOR,"Bordeaux Stadium, Bordeaux",BOR,/en/paris-2024/results/football/women/gpc-000200--
2024-07-25T19:00:00+02:00,2024-07-25T20:30:00+02:00,2024-07-25,FINISHED,Handball,HBL,Women,0,Women's Preliminary Round Group B,W,HTEAM,South Paris Arena 6,SP6,South Paris Arena 6,SP6,/en/paris-2024/results/handball/women/gpb-000300--
2024-07-25T20:00:00+02:00,2024-07-25T20:16:00+02:00,2024-07-25,FINISHED,Rugby Sevens,RU7,Men,0,Men's Placing 9-12,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/sf9-000100--
2024-07-25T20:30:00+02:00,2024-07-25T20:46:00+02:00,2024-07-25,FINISHED,Rugby Sevens,RU7,Men,0,Men's Placing 9-12,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/sf9-000200--
2024-07-25T21:00:00+02:00,2024-07-25T22:45:00+02:00,2024-07-25,FINISHED,Football,FBL,Women,0,Women's Group A,W,HTEAM,Lyon Stadium,LYO,"Lyon Stadium, Lyon",LYO,/en/paris-2024/results/football/women/gpa-000100--
2024-07-25T21:00:00+02:00,2024-07-25T22:45:00+02:00,2024-07-25,FINISHED,Football,FBL,Women,0,Women's Group B,W,HTEAM,Nice Stadium,NIC,"Nice Stadium, Nice",NIC,/en/paris-2024/results/football/women/gpb-000100--
2024-07-25T21:00:00+02:00,2024-07-25T22:30:00+02:00,2024-07-25,FINISHED,Handball,HBL,Women,0,Women's Preliminary Round Group A,W,HTEAM,South Paris Arena 6,SP6,South Paris Arena 6,SP6,/en/paris-2024/results/handball/women/gpa-000300--
2024-07-25T21:00:00+02:00,2024-07-25T21:16:00+02:00,2024-07-25,FINISHED,Rugby Sevens,RU7,Men,0,Men's Quarter-finals,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/qfnl000100--
2024-07-25T21:30:00+02:00,2024-07-25T21:46:00+02:00,2024-07-25,FINISHED,Rugby Sevens,RU7,Men,0,Men's Quarter-finals,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/qfnl000200--
2024-07-25T22:00:00+02:00,2024-07-25T22:16:00+02:00,2024-07-25,FINISHED,Rugby Sevens,RU7,Men,0,Men's Quarter-finals,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/qfnl000300--
2024-07-25T22:30:00+02:00,2024-07-25T22:46:00+02:00,2024-07-25,FINISHED,Rugby Sevens,RU7,Men,0,Men's Quarter-finals,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/qfnl000400--
2024-07-26T09:00:00+02:00,2024-07-26T09:30:00+02:00,2024-07-26,FINISHED,Shooting,SHO,10m Air Rifle Mixed Team,0,10m Air Rifle Mixed Team Training,X,TEAM,Chateauroux Shooting Ctr,CTX,Chateauroux - 10m Qualification,SH2,
2024-07-26T10:00:00+02:00,2024-07-26T11:15:00+02:00,2024-07-26,FINISHED,Shooting,SHO,10m Air Pistol Men,0,10m Air Pistol Men's Training,M,ATH,Chateauroux Shooting Ctr,CTX,Chateauroux - 10m Qualification,SH2,
2024-07-26T11:45:00+02:00,2024-07-26T13:00:00+02:00,2024-07-26,FINISHED,Shooting,SHO,10m Air Pistol Women,0,10m Air Pistol Women Training,W,ATH,Chateauroux Shooting Ctr,CTX,Chateauroux - 10m Qualification,SH2,
2024-07-26T20:00:00+02:00,,2024-07-26,FINISHED,Opening Ceremony,CER,,0,,,,,,,,/en/paris-2024/the-games/ceremonies/opening-ceremony
2024-07-27T08:30:00+02:00,2024-07-27T09:10:00+02:00,2024-07-27,FINISHED,Badminton,BDM,Mixed Doubles,0,Mixed Doubles Group Play Stage - Grp D,X,HCOUP,La Chapelle Arena,CPL,La Chapelle Arena Court 1,BD1,/en/paris-2024/results/badminton/mixed-doubles/gpd-000600--
2024-07-27T08:30:00+02:00,2024-07-27T09:10:00+02:00,2024-07-27,FINISHED,Badminton,BDM,Women's Singles,0,Women's Singles Group Play Stage - Grp N,W,HATH,La Chapelle Arena,CPL,La Chapelle Arena Court 2,BD2,/en/paris-2024/results/badminton/women-s-singles/gpn-000300--
2024-07-27T08:30:00+02:00,2024-07-27T09:10:00+02:00,2024-07-27,FINISHED,Badminton,BDM,Mixed Doubles,0,Mixed Doubles Group Play Stage - Grp B,X,HCOUP,La Chapelle Arena,CPL,La Chapelle Arena Court 3,BD3,/en/paris-2024/results/badminton/mixed-doubles/gpb-000300--
2024-07-27T09:00:00+02:00,2024-07-27T10:30:00+02:00,2024-07-27,FINISHED,Handball,HBL,Men,0,Men's Preliminary Round Group A,M,HTEAM,South Paris Arena 6,SP6,South Paris Arena 6,SP6,/en/paris-2024/results/handball/men/gpa-000100--
2024-07-27T09:00:00+02:00,2024-07-27T10:07:00+02:00,2024-07-27,FINISHED,Rowing,ROW,Men's Single Sculls,0,Men's Single Sculls Heats,M,ATH,Nautical St - Flat water,VN1,Vaires-sur-Marne Nautical Stadium - Flat water,VN1,/en/paris-2024/results/rowing/men-s-single-sculls/heat--------
2024-07-27T09:00:00+02:00,2024-07-27T09:30:00+02:00,2024-07-27,FINISHED,Shooting,SHO,10m Air Rifle Mixed Team,0,10m Air Rifle Mixed Team Qualification,X,TEAM,Chateauroux Shooting Ctr,CTX,Chateauroux - 10m Qualification,SH2,/en/paris-2024/results/shooting/10m-air-rifle-mixed-team/qual000100--
2024-07-27T09:00:00+02:00,2024-07-27T10:30:00+02:00,2024-07-27,FINISHED,Volleyball,VVO,Men,0,Men's Preliminary Round - Pool C,M,HTEAM,South Paris Arena 1,SP1,South Paris Arena 1,SP1,/en/paris-2024/results/volleyball/men/gpc-000100--
2024-07-27T09:20:00+02:00,2024-07-27T10:00:00+02:00,2024-07-27,FINISHED,Badminton,BDM,Women's Singles,0,Women's Singles Group Play Stage - Grp I,W,HATH,La Chapelle Arena,CPL,La Chapelle Arena Court 1,BD1,/en/paris-2024/results/badminton/women-s-singles/gpi-000300--
2024-07-27T09:20:00+02:00,2024-07-27T10:00:00+02:00,2024-07-27,FINISHED,Badminton,BDM,Men's Doubles,0,Men's Doubles Group Play Stage - Grp A,M,HCOUP,La Chapelle Arena,CPL,La Chapelle Arena Court 2,BD2,/en/paris-2024/results/badminton/men-s-doubles/gpa-000100--
2024-07-27T09:20:00+02:00,2024-07-27T10:00:00+02:00,2024-07-27,FINISHED,Badminton,BDM,Mixed Doubles,0,Mixed Doubles Group Play Stage - Grp D,X,HCOUP,La Chapelle Arena,CPL,La Chapelle Arena Court 3,BD3,/en/paris-2024/results/badminton/mixed-doubles/gpd-000500--
2024-07-27T09:30:00+02:00,2024-07-27T18:30:00+02:00,2024-07-27,FINISHED,Equestrian,EQU,Eventing Team,0,Eventing Team Dressage,O,ATH,Château de Versailles,VER,Château de Versailles,VER,/en/paris-2024/results/equestrian/eventing/drss000100--
2024-07-27T09:30:00+02:00,2024-07-27T18:30:00+02:00,2024-07-27,FINISHED,Equestrian,EQU,Eventing Individual,0,Eventing Individual Dressage,O,ATH,Château de Versailles,VER,Château de Versailles,VER,/en/paris-2024/results/equestrian/eventing/drss000100--
2024-07-27T10:00:00+02:00,2024-07-27T10:25:00+02:00,2024-07-27,FINISHED,Fencing,FEN,Women's Épée Individual,0,Women's Épée Individual Table of 64,W,HATH,Grand Palais,GRP,Grand Palais - Blue Piste,FEB,/en/paris-2024/results/fencing/women-s-epee-individual/r64-000200--
2024-07-27T10:00:00+02:00,2024-07-27T10:25:00+02:00,2024-07-27,FINISHED,Fencing,FEN,Women's Épée Individual,0,Women's Épée Individual Table of 64,W,HATH,Grand Palais,GRP,Grand Palais - Red Piste,FER,/en/paris-2024/results/fencing/women-s-epee-individual/r64-003100--
2024-07-27T10:00:00+02:00,2024-07-27T10:25:00+02:00,2024-07-27,FINISHED,Fencing,FEN,Women's Épée Individual,0,Women's Épée Individual Table of 64,W,HATH,Grand Palais,GRP,Grand Palais - Yellow Piste,FEY,/en/paris-2024/results/fencing/women-s-epee-individual/r64-001500--
2024-07-27T10:00:00+02:00,2024-07-27T10:25:00+02:00,2024-07-27,FINISHED,Fencing,FEN,Women's Épée Individual,0,Women's Épée Individual Table of 64,W,HATH,Grand Palais,GRP,Grand Palais - Green Piste,FEG,/en/paris-2024/results/fencing/women-s-epee-individual/r64-001800--
2024-07-27T10:00:00+02:00,2024-07-27T11:30:00+02:00,2024-07-27,FINISHED,Hockey,HOC,Men,0,Men's Pool A,M,HTEAM,Yves-du-Manoir Stadium,YDM,Yves-du-Manoir Stadium - Pitch 1,HO1,/en/paris-2024/results/hockey/men/gpa-000100--
2024-07-27T10:00:00+02:00,2024-07-27T10:06:00+02:00,2024-07-27,FINISHED,Judo,JUD,Women -48 kg,0,Women -48 kg Elimination Round of 32,W,HATH,Champ-de-Mars Arena,CDM,Champ-de-Mars Arena Mat 1,JU1,/en/paris-2024/results/judo/women--48-kg/r32-000200--
2024-07-27T10:00:00+02:00,2024-07-27T10:06:00+02:00,2024-07-27,FINISHED,Judo,JUD,Men -60 kg,0,Men -60 kg Elimination Round of 32,M,HATH,Champ-de-Mars Arena,CDM,Champ-de-Mars Arena Mat 2,JU2,/en/paris-2024/results/judo/men--60-kg/r32-000200--
2024-07-27T10:06:00+02:00,2024-07-27T10:12:00+02:00,2024-07-27,FINISHED,Judo,JUD,Women -48 kg,0,Women -48 kg Elimination Round of 32,W,HATH,Champ-de-Mars Arena,CDM,Champ-de-Mars Arena Mat 1,JU1,/en/paris-2024/results/judo/women--48-kg/r32-000300--
2024-07-27T10:06:00+02:00,2024-07-27T10:12:00+02:00,2024-07-27,FINISHED,Judo,JUD,Men -60 kg,0,Men -60 kg Elimination Round of 32,M,HATH,Champ-de-Mars Arena,CDM,Champ-de-Mars Arena Mat 2,JU2,/en/paris-2024/results/judo/men--60-kg/r32-000300--
2024-07-27T10:10:00+02:00,2024-07-27T10:50:00+02:00,2024-07-27,FINISHED,Badminton,BDM,Mixed Doubles,0,Mixed Doubles Group Play Stage - Grp B,X,HCOUP,La Chapelle Arena,CPL,La Chapelle Arena Court 1,BD1,/en/paris-2024/results/badminton/mixed-doubles/gpb-000400--
2024-07-27T10:10:00+02:00,2024-07-27T10:50:00+02:00,2024-07-27,FINISHED,Badminton,BDM,Women's Doubles,0,Women's Doubles Group Play Stage - Grp A,W,HCOUP,La Chapelle Arena,CPL,La Chapelle Arena Court 2,BD2,/en/paris-2024/results/badminton/women-s-doubles/gpa-000300--
2024-07-27T10:10:00+02:00,2024-07-27T10:50:00+02:00,2024-07-27,FINISHED,Badminton,BDM,Men's Doubles,0,Men's Doubles Group Play Stage - Grp A,M,HCOUP,La Chapelle Arena,CPL,La Chapelle Arena Court 3,BD3,/en/paris-2024/results/badminton/men-s-doubles/gpa-000200--
2024-07-27T10:12:00+02:00,2024-07-27T10:18:00+02:00,2024-07-27,FINISHED,Judo,JUD,Women -48 kg,0,Women -48 kg Elimination Round of 32,W,HATH,Champ-de-Mars Arena,CDM,Champ-de-Mars Arena Mat 1,JU1,/en/paris-2024/results/judo/women--48-kg/r32-000400--
2024-07-27T10:12:00+02:00,2024-07-27T10:18:00+02:00,2024-07-27,FINISHED,Judo,JUD,Men -60 kg,0,Men -60 kg Elimination Round of 32,M,HATH,Champ-de-Mars Arena,CDM,Champ-de-Mars Arena Mat 2,JU2,/en/paris-2024/results/judo/men--60-kg/r32-000400--
2024-07-27T10:12:00+02:00,2024-07-27T11:19:00+02:00,2024-07-27,FINISHED,Rowing,ROW,Women's Single Sculls,0,Women's Single Sculls Heats,W,ATH,Nautical St - Flat water,VN1,Vaires-sur-Marne Nautical Stadium - Flat water,VN1,/en/paris-2024/results/rowing/women-s-single-sculls/heat--------
2024-07-27T10:18:00+02:00,2024-07-27T10:24:00+02:00,2024-07-27,FINISHED,Judo,JUD,Women -48 kg,0,Women -48 kg Elimination Round of 32,W,HATH,Champ-de-Mars Arena,CDM,Champ-de-Mars Arena Mat 1,JU1,/en/paris-2024/results/judo/women--48-kg/r32-000500--
2024-07-27T10:18:00+02:00,2024-07-27T10:24:00+02:00,2024-07-27,FINISHED,Judo,JUD,Men -60 kg,0,Men -60 kg Elimination Round of 32,M,HATH,Champ-de-Mars Arena,CDM,Champ-de-Mars Arena Mat 2,JU2,/en/paris-2024/results/judo/men--60-kg/r32-000600--
2024-07-27T10:24:00+02:00,2024-07-27T10:30:00+02:00,2024-07-27,FINISHED,Judo,JUD,Women -48 kg,0,Women -48 kg Elimination Round of 32,W,HATH,Champ-de-Mars Arena,CDM,Champ-de-Mars Arena Mat 1,JU1,/en/paris-2024/results/judo/women--48-kg/r32-000600--
2024-07-27T10:24:00+02:00,2024-07-27T10:30:00+02:00,2024-07-27,FINISHED,Judo,JUD,Men -60 kg,0,Men -60 kg Elimination Round of 32,M,HATH,Champ-de-Mars Arena,CDM,Champ-de-Mars Arena Mat 2,JU2,/en/paris-2024/results/judo/men--60-kg/r32-000800--
2024-07-27T10:25:00+02:00,2024-07-27T10:50:00+02:00,2024-07-27,FINISHED,Fencing,FEN,Men's Sabre Individual,0,Men's Sabre Individual Table of 64,M,HATH,Grand Palais,GRP,Grand Palais - Red Piste,FER,/en/paris-2024/results/fencing/men-s-sabre-individual/r64-003100--
2024-07-27T10:25:00+02:00,2024-07-27T10:50:00+02:00,2024-07-27,FINISHED,Fencing,FEN,Men's Sabre Individual,0,Men's Sabre Individual Table of 64,M,HATH,Grand Palais,GRP,Grand Palais - Blue Piste,FEB,/en/paris-2024/results/fencing/men-s-sabre-individual/r64-000200--
2024-07-27T10:30:00+02:00,2024-07-27T12:00:00+02:00,2024-07-27,FINISHED,Hockey,HOC,Men,0,Men's Pool B,M,HTEAM,Yves-du-Manoir Stadium,YDM,Yves-du-Manoir Stadium - Pitch 2,HO2,/en/paris-2024/results/hockey/men/gpb-000100--
2024-07-27T10:30:00+02:00,2024-07-27T10:36:00+02:00,2024-07-27,FINISHED,Judo,JUD,Women -48 kg,0,Women -48 kg Elimination Round of 32,W,HATH,Champ-de-Mars Arena,CDM,Champ-de-Mars Arena Mat 1,JU1,/en/paris-2024/results/judo/women--48-kg/r32-000700--
2024-07-27T10:30:00+02:00,2024-07-27T10:36:00+02:00,2024-07-27,FINISHED,Judo,JUD,Men -60 kg,0,Men -60 kg Elimination Round of 32,M,HATH,Champ-de-Mars Arena,CDM,Champ-de-Mars Arena Mat 2,JU2,/en/paris-2024/results/judo/men--60-kg/r32-001000--
2024-07-27T10:30:00+02:00,2024-07-27T11:45:00+02:00,2024-07-27,FINISHED,Shooting,SHO,10m Air Pistol Men,0,10m Air Pistol Men's Qualification,M,ATH,Chateauroux Shooting Ctr,CTX,Chateauroux - 10m Qualification,SH2,/en/paris-2024/results/shooting/10m-air-pistol-men/qual000100--
2024-07-27T10:30:00+02:00,2024-07-27T10:50:00+02:00,2024-07-27,FINISHED,Shooting,SHO,10m Air Rifle Mixed Team,3,10m Air Rifle Mixed Team Final,X,HTEAM,Chateauroux Shooting Ctr,CTX,Chateauroux - Final Range,SH1,/en/paris-2024/results/shooting/10m-air-rifle-mixed-team/fnl-000200--
2024-07-27T10:30:00+02:00,2024-07-27T10:50:00+02:00,2024-07-27,FINISHED,Shooting,SHO,10m Air Rifle Mixed Team,1,10m Air Rifle Mixed Team Final,X,HTEAM,Chateauroux Shooting Ctr,CTX,Chateauroux - Final Range,SH1,/en/paris-2024/results/shooting/10m-air-rifle-mixed-team/fnl-000100--
2024-07-27T10:36:00+02:00,2024-07-27T10:42:00+02:00,2024-07-27,FINISHED,Judo,JUD,Women -48 kg,0,Women -48 kg Elimination Round of 32,W,HATH,Champ-de-Mars Arena,CDM,Champ-de-Mars Arena Mat 1,JU1,/en/paris-2024/results/judo/women--48-kg/r32-000800--
2024-07-27T10:36:00+02:00,2024-07-27T10:42:00+02:00,2024-07-27,FINISHED,Judo,JUD,Men -60 kg,0,Men -60 kg Elimination Round of 32,M,HATH,Champ-de-Mars Arena,CDM,Champ-de-Mars Arena Mat 2,JU2,/en/paris-2024/results/judo/men--60-kg/r32-001200--
2024-07-27T10:42:00+02:00,2024-07-27T10:48:00+02:00,2024-07-27,FINISHED,Judo,JUD,Women -48 kg,0,Women -48 kg Elimination Round of 32,W,HATH,Champ-de-Mars Arena,CDM,Champ-de-Mars Arena Mat 1,JU1,/en/paris-2024/results/judo/women--48-kg/r32-000900--
2024-07-27T10:42:00+02:00,2024-07-27T10:48:00+02:00,2024-07-27,FINISHED,Judo,JUD,Men -60 kg,0,Men -60 kg Elimination Round of 32,M,HATH,Champ-de-Mars Arena,CDM,Champ-de-Mars Arena Mat 2,JU2,/en/paris-2024/results/judo/men--60-kg/r32-001400--
2024-07-27T10:48:00+02:00,2024-07-27T10:54:00+02:00,2024-07-27,FINISHED,Judo,JUD,Women -48 kg,0,Women -48 kg Elimination Round of 32,W,HATH,Champ-de-Mars Arena,CDM,Champ-de-Mars Arena Mat 1,JU1,/en/paris-2024/results/judo/women--48-kg/r32-001000--
2024-07-27T10:48:00+02:00,2024-07-27T10:54:00+02:00,2024-07-27,FINISHED,Judo,JUD,Men -60 kg,0,Men -60 kg Elimination Round of 32,M,HATH,Champ-de-Mars Arena,CDM,Champ-de-Mars Arena Mat 2,JU2,/en/paris-2024/results/judo/men--60-kg/r32-001600--
2024-07-27T10:50:00+02:00,2024-07-27T11:15:00+02:00,2024-07-27,FINISHED,Fencing,FEN,Women's Épée Individual,0,Women's Épée Individual Table of 32,W,HATH,Grand Palais,GRP,Grand Palais - Red Piste,FER,/en/paris-2024/results/fencing/women-s-epee-individual/r32-001300--
2024-07-27T10:50:00+02:00,2024-07-27T11:15:00+02:00,2024-07-27,FINISHED,Fencing,FEN,Women's Épée Individual,0,Women's Épée Individual Table of 32,W,HATH,Grand Palais,GRP,Grand Palais - Blue Piste,FEB,/en/paris-2024/results/fencing/women-s-epee-individual/r32-000100--
2024-07-27T10:50:00+02:00,2024-07-27T11:15:00+02:00,2024-07-27,FINISHED,Fencing,FEN,Women's Épée Individual,0,Women's Épée Individual Table of 32,W,HATH,Grand Palais,GRP,Grand Palais - Yellow Piste,FEY,/en/paris-2024/results/fencing/women-s-epee-individual/r32-000500--
