Country,Region,Urban,Origin,Year1,Year2,AgeDef,Vitality,  TFR,  MAB,Collection,SourceType,   RefCode,Note,Split
    ABW,     .,    .,     ., 1992, 1992,   ACY,       1,2.214,27.23,      STAT,     vital,    ABW_01,   .,    1
    ABW,     .,    .,     ., 1993, 1993,   ACY,       1,2.052,27.43,      STAT,     vital,    ABW_01,   .,    1
    ABW,     .,    .,     ., 1994, 1994,   ACY,       1,2.036,27.25,      STAT,     vital,    ABW_01,   .,    1
    ABW,     .,    .,     ., 1995, 1995,   ACY,       1,2.137,27.28,      STAT,     vital,    ABW_01,   .,    1
    ABW,     .,    .,     ., 1996, 1996,   ACY,       1,2.088,27.53,      STAT,     vital,    ABW_01,   .,    1
    ABW,     .,    .,     ., 1997, 1997,   ACY,       1,2.032,27.83,      STAT,     vital,    ABW_01,   .,    1
    ABW,     .,    .,     ., 1998, 1998,   ACY,       1,1.823,27.75,      STAT,     vital,    ABW_01,   .,    1
    ABW,     .,    .,     ., 1999, 1999,   ACY,       1,1.747,27.39,      STAT,     vital,    ABW_01,   .,    1
    ABW,     .,    .,     ., 2000, 2000,   ACY,       1,2.028,27.32,      STAT,     vital,    ABW_01,   .,    1
    ABW,     .,    .,     ., 2001, 2001,   ACY,       1,1.865,27.49,      STAT,     vital,    ABW_01,   .,    1
    ABW,     .,    .,     ., 2002, 2002,   ACY,       1,1.873,27.40,      STAT,     vital,    ABW_01,   .,    1
    ABW,     .,    .,     ., 2003, 2003,   ACY,       1,1.886,27.45,      STAT,     vital,    ABW_01,   .,    1
    ABW,     .,    .,     ., 2004, 2004,   ACY,       1,1.787,27.34,      STAT,     vital,    ABW_01,   .,    1
    ABW,     .,    .,     ., 2005, 2005,   ACY,       1,1.865,27.22,      STAT,     vital,    ABW_01,   .,    1
    ABW,     .,    .,     ., 2006, 2006,   ACY,       1,2.035,27.24,      STAT,     vital,    ABW_01,   .,    1
    ABW,     .,    .,     ., 2007, 2007,   ACY,       1,2.041,27.27,      STAT,     vital,    ABW_01,   .,    1
    ABW,     .,    .,     ., 2008, 2008,   ACY,       1,2.023,27.46,      STAT,     vital,    ABW_01,   .,    1
    ABW,     .,    .,     ., 2009, 2009,   ACY,       1,1.961,27.35,      STAT,     vital,    ABW_01,   .,    1
    ABW,     .,    .,     ., 2010, 2010,   ACY,       1,1.891,27.36,      STAT,     vital,    ABW_01,   .,    1
    ABW,     .,    .,     ., 2011, 2011,   ACY,       1,1.688,27.53,      STAT,     vital,    ABW_01,   .,    1
    ALB,     .,    .,     ., 1955, 1955,   ACY,       1,6.779,31.54,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1956, 1956,   ACY,       1,6.294,31.10,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1957, 1957,   ACY,       1,5.827,30.81,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1958, 1958,   ACY,       1,6.228,30.82,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1959, 1959,   ACY,       1,6.225,30.60,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1960, 1960,   ACY,       1,6.573,31.34,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1961, 1961,   ACY,       1,6.214,31.10,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1962, 1962,   ACY,       1,5.932,31.12,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1963, 1963,   ACY,       1,5.879,30.87,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1964, 1964,   ACY,       1,5.659,30.64,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1965, 1965,   ACY,       1,5.275,30.64,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1966, 1966,   ACY,       1,5.059,30.39,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1967, 1967,   ACY,       1,5.234,30.24,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1968, 1968,   ACY,       1,5.259,29.73,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1969, 1969,   ACY,       1,5.555,29.62,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1970, 1970,   ACY,       1,5.118,29.76,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1971, 1971,   ACY,       1,5.205,29.63,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1972, 1972,   ACY,       1,5.050,29.59,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1973, 1973,   ACY,       1,4.600,29.56,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1974, 1974,   ACY,       1,4.560,29.49,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1975, 1975,   ACY,       1,4.330,29.44,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1976, 1976,   ACY,       1,4.170,29.38,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1977, 1977,   ACY,       1,4.193,29.32,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1978, 1978,   ACY,       1,3.900,29.23,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1979, 1979,   ACY,       1,3.859,29.13,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1980, 1980,   ACY,       1,3.618,29.09,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1981, 1981,   ACY,       1,3.523,29.03,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1982, 1982,   ACY,       1,3.632,29.07,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1983, 1983,   ACY,       1,3.329,28.92,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1984, 1984,   ACY,       1,3.454,28.96,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1985, 1985,   ACY,       1,3.209,28.77,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1986, 1986,   ACY,       1,3.059,28.59,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1987, 1987,   ACY,       1,3.130,28.63,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1988, 1988,   ACY,       1,3.071,28.46,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1989, 1989,   ACY,       1,2.953,28.38,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1990, 1990,   ACY,       1,3.004,28.42,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1991, 1991,   ACY,       1,2.826,28.21,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1992, 1992,   ACY,       1,2.850,27.87,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1993, 1993,   ACY,       1,2.590,27.69,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1994, 1994,   ACY,       1,2.749,27.56,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1995, 1995,   ACY,       1,2.717,27.51,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1996, 1996,   ACY,       1,2.534,27.55,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1997, 1997,   ACY,       1,2.255,27.45,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1998, 1998,   ACY,       1,2.185,27.42,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1999, 1999,   ACY,       1,2.106,27.49,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 2000, 2000,   ACY,       1,2.031,27.77,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 2001, 2001,   ACY,       1,2.376,28.77,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 2002, 2002,   ACY,       1,1.946,28.02,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 2003, 2003,   ACY,       1,1.981,27.90,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 2004, 2004,   ACY,       1,1.789,27.97,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 2005, 2005,   ACY,       1,1.610,27.75,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 2006, 2006,   ACY,       1,1.382,27.86,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 2007, 2007,   ACY,       1,1.329,28.22,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 2008, 2008,   ACY,       1,1.438,28.89,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1955, 1955,  ARDY,       1,6.779,31.54,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1956, 1956,  ARDY,       1,6.294,31.10,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1957, 1957,  ARDY,       1,5.827,30.81,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1958, 1958,  ARDY,       1,6.228,30.82,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1959, 1959,  ARDY,       1,6.225,30.60,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1960, 1960,  ARDY,       1,6.573,31.34,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1961, 1961,  ARDY,       1,6.214,31.09,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1962, 1962,  ARDY,       1,5.932,31.12,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1963, 1963,  ARDY,       1,5.879,30.87,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1964, 1964,  ARDY,       1,5.659,30.64,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1965, 1965,  ARDY,       1,5.276,30.64,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1966, 1966,  ARDY,       1,5.059,30.39,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1967, 1967,  ARDY,       1,5.234,30.23,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1968, 1968,  ARDY,       1,5.259,29.73,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1969, 1969,  ARDY,       1,5.555,29.62,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1970, 1970,  ARDY,       1,5.118,29.75,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1971, 1971,  ARDY,       1,5.205,29.63,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1972, 1972,  ARDY,       1,5.055,29.61,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1973, 1973,  ARDY,       1,4.605,29.58,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1974, 1974,  ARDY,       1,4.565,29.51,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1975, 1975,  ARDY,       1,4.334,29.46,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1976, 1976,  ARDY,       1,4.173,29.40,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1977, 1977,  ARDY,       1,4.193,29.32,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1978, 1978,  ARDY,       1,3.903,29.24,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1979, 1979,  ARDY,       1,3.859,29.13,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1980, 1980,  ARDY,       1,3.618,29.09,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1981, 1981,  ARDY,       1,3.523,29.03,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1982, 1982,  ARDY,       1,3.632,29.07,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1983, 1983,  ARDY,       1,3.329,28.91,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1984, 1984,  ARDY,       1,3.454,28.96,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1985, 1985,  ARDY,       1,3.209,28.78,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1986, 1986,  ARDY,       1,3.059,28.59,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1987, 1987,  ARDY,       1,3.131,28.63,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1988, 1988,  ARDY,       1,3.071,28.46,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1989, 1989,  ARDY,       1,2.954,28.38,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1990, 1990,  ARDY,       1,3.004,28.42,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1991, 1991,  ARDY,       1,2.826,28.21,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1992, 1992,  ARDY,       1,2.850,27.87,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1993, 1993,  ARDY,       1,2.590,27.69,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1994, 1994,  ARDY,       1,2.749,27.56,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1995, 1995,  ARDY,       1,2.717,27.51,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1996, 1996,  ARDY,       1,2.534,27.55,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1997, 1997,  ARDY,       1,2.255,27.46,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1998, 1998,  ARDY,       1,2.185,27.43,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 1999, 1999,  ARDY,       1,2.106,27.49,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 2000, 2000,  ARDY,       1,2.031,27.77,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 2001, 2001,  ARDY,       1,2.375,28.77,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 2002, 2002,  ARDY,       1,1.946,28.02,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 2003, 2003,  ARDY,       1,1.981,27.90,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 2004, 2004,  ARDY,       1,1.789,27.97,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 2005, 2005,  ARDY,       1,1.610,27.75,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 2006, 2006,  ARDY,       1,1.382,27.86,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 2007, 2007,  ARDY,       1,1.329,28.22,       ODE,  estimate,    ALB_01,   .,    2
    ALB,     .,    .,     ., 2008, 2008,  ARDY,       1,1.438,28.89,       ODE,  estimate,    ALB_01,   .,    2
    ARG,     .,    .,     ., 2000, 2000,   ACY,       1,2.479,28.00,      LAFD,  estimate,    ARG_01,   .,    1
    ARG,     .,    .,     ., 2001, 2001,   ACY,       1,2.387,28.07,      LAFD,  estimate,    ARG_01,   .,    1
    ARG,     .,    .,     ., 2002, 2002,   ACY,       1,2.398,28.08,      LAFD,  estimate,    ARG_01,   .,    1
    ARG,     .,    .,     ., 2003, 2003,   ACY,       1,2.405,28.22,      LAFD,  estimate,    ARG_01,   .,    1
    ARG,     .,    .,     ., 2004, 2004,   ACY,       1,2.501,28.12,      LAFD,  estimate,    ARG_01,   .,    1
    ARG,     .,    .,     ., 2005, 2005,   ACY,       1,2.389,28.10,      LAFD,  estimate,    ARG_01,   .,    1
    ARG,     .,    .,     ., 2006, 2006,   ACY,       1,2.305,28.04,      LAFD,  estimate,    ARG_01,   .,    1
    ARG,     .,    .,     ., 2007, 2007,   ACY,       1,2.288,27.96,      LAFD,  estimate,    ARG_01,   .,    1
    ARG,     .,    .,     ., 2008, 2008,   ACY,       1,2.410,28.01,      LAFD,  estimate,    ARG_01,   .,    1
    ARG,     .,    .,     ., 2009, 2009,   ACY,       1,2.380,27.97,      LAFD,  estimate,    ARG_01,   .,    1
    ARG,     .,    .,     ., 2010, 2010,   ACY,       1,2.392,27.99,      LAFD,  estimate,    ARG_01,   .,    1
    ARG,     .,    .,     ., 2011, 2011,   ACY,       1,2.379,27.98,      LAFD,  estimate,    ARG_01,   .,    1
    ARG,     .,    .,     ., 2012, 2012,   ACY,       1,2.291,27.98,      LAFD,  estimate,    ARG_01,   .,    1
    ARG,     .,    .,     ., 1950, 1955,   ACY,       1,3.154,28.24,      LAFD,    census,    ARG_02,   .,    1
    ARG,     .,    .,     ., 1955, 1960,   ACY,       1,3.127,28.25,      LAFD,    census,    ARG_02,   .,    1
    ARG,     .,    .,     ., 1960, 1965,   ACY,       1,3.090,28.24,      LAFD,    census,    ARG_02,   .,    1
    ARG,     .,    .,     ., 1965, 1970,   ACY,       1,3.049,28.24,      LAFD,    census,    ARG_02,   .,    1
    ARG,     .,    .,     ., 1970, 1975,   ACY,       1,3.146,28.02,      LAFD,    census,    ARG_02,   .,    1
    ARG,     .,    .,     ., 1975, 1980,   ACY,       1,3.440,27.68,      LAFD,    census,    ARG_02,   .,    1
    ARG,     .,    .,     ., 1980, 1985,   ACY,       1,3.150,27.82,      LAFD,    census,    ARG_02,   .,    1
    ARG,     .,    .,     ., 1985, 1990,   ACY,       1,3.053,27.87,      LAFD,    census,    ARG_02,   .,    1
    ARG,     .,    .,     ., 1990, 1995,   ACY,       1,2.900,27.76,      LAFD,    census,    ARG_02,   .,    1
    ARG,     .,    .,     ., 1995, 2000,   ACY,       1,2.630,27.94,      LAFD,    census,    ARG_02,   .,    1
    ARG,     .,    .,     ., 2000, 2005,   ACY,       1,2.350,28.02,      LAFD,    census,    ARG_02,   .,    1
    ARG,     .,    .,     ., 2005, 2010,   ACY,       1,2.254,28.03,      LAFD,    census,    ARG_02,   .,    1
    ARG,     .,    .,     ., 2010, 2015,   ACY,       1,2.163,28.05,      LAFD,    census,    ARG_02,   .,    1
    ARM,     .,    .,     ., 1961, 1961,   ACY,       1,4.274,29.30,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 1962, 1962,   ACY,       1,4.165,29.19,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 1963, 1963,   ACY,       1,4.105,28.82,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 1964, 1964,   ACY,       1,3.980,28.59,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 1965, 1965,   ACY,       1,3.905,28.46,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 1966, 1966,   ACY,       1,3.690,28.34,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 1967, 1967,   ACY,       1,3.550,28.13,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 1968, 1968,   ACY,       1,3.455,27.97,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 1969, 1969,   ACY,       1,3.195,27.93,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 1970, 1970,   ACY,       1,3.165,27.75,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 1971, 1971,   ACY,       1,3.170,27.68,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 1972, 1972,   ACY,       1,3.065,27.48,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 1973, 1973,   ACY,       1,2.915,27.15,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 1974, 1974,   ACY,       1,2.815,26.86,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 1975, 1975,   ACY,       1,2.790,26.80,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 1976, 1976,   ACY,       1,2.720,26.64,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 1977, 1977,   ACY,       1,2.605,26.31,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 1978, 1978,   ACY,       1,2.460,26.12,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 1979, 1979,   ACY,       1,2.380,25.82,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 1980, 1980,   ACY,       1,2.330,25.66,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 1981, 1981,   ACY,       1,2.340,25.55,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 1982, 1982,   ACY,       1,2.350,25.37,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 1983, 1983,   ACY,       1,2.420,25.25,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 1984, 1984,   ACY,       1,2.485,25.21,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 1985, 1985,   ACY,       1,2.555,25.19,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 1986, 1986,   ACY,       1,2.570,25.18,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 1987, 1987,   ACY,       1,2.545,25.12,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 1988, 1988,   ACY,       1,2.492,24.94,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 1989, 1989,   ACY,       1,2.610,25.27,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 1990, 1990,   ACY,       1,2.625,25.30,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 1991, 1991,   ACY,       1,2.585,25.08,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 1992, 1992,   ACY,       1,2.350,24.64,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 1993, 1993,   ACY,       1,1.970,24.37,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 1994, 1994,   ACY,       1,1.710,24.47,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 1995, 1995,   ACY,       1,1.625,24.76,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 1996, 1996,   ACY,       1,1.600,24.88,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 1997, 1997,   ACY,       1,1.455,24.94,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 1998, 1998,   ACY,       1,1.445,24.95,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 1999, 1999,   ACY,       1,1.200,25.02,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 2000, 2000,   ACY,       1,1.113,25.12,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 2001, 2001,   ACY,       1,1.129,25.11,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 2002, 2002,   ACY,       1,1.237,25.07,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 2004, 2004,   ACY,       1,1.384,25.16,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 2006, 2006,   ACY,       1,1.344,25.47,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 2007, 2007,   ACY,       1,1.413,25.60,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 2008, 2008,   ACY,       1,1.435,25.75,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 2009, 2009,   ACY,       1,1.535,25.95,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 1999, 1999,  ARDY,       1,1.200,25.02,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 2000, 2000,  ARDY,       1,1.112,25.12,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 2001, 2001,  ARDY,       1,1.129,25.11,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 2002, 2002,  ARDY,       1,1.237,25.07,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 2004, 2004,  ARDY,       1,1.384,25.16,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 2006, 2006,  ARDY,       1,1.344,25.47,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 2007, 2007,  ARDY,       1,1.413,25.60,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 2008, 2008,  ARDY,       1,1.435,25.75,       ODE,  estimate,    ARM_01,   .,    2
    ARM,     .,    .,     ., 1958, 1958,   ACY,       1,4.730,30.10,      STAT,     vital,    ARM_02,   .,    1
    ARM,     .,    .,     ., 1962, 1962,   ACY,       1,4.163,29.05,      STAT,     vital,    ARM_02,   .,    1
    ARM,     .,    .,     ., 1965, 1965,   ACY,       1,3.908,28.33,      STAT,     vital,    ARM_02,   .,    1
    ARM,     .,    .,     ., 1970, 1970,   ACY,       1,3.165,27.66,      STAT,     vital,    ARM_02,   .,    1
    ARM,     .,    .,     ., 1975, 1975,   ACY,       1,2.748,26.83,      STAT,     vital,    ARM_02,   .,    1
    ARM,     .,    .,     ., 1980, 1980,   ACY,       1,2.339,25.58,      STAT,     vital,    ARM_02,   .,    1
    ARM,     .,    .,     ., 1985, 1985,   ACY,       1,2.553,25.13,      STAT,     vital,    ARM_02,   .,    1
    ARM,     .,    .,     ., 1990, 1990,   ACY,       1,2.619,25.31,      STAT,     vital,    ARM_02,   .,    1
    ARM,     .,    .,     ., 1995, 1995,   ACY,       1,1.841,24.77,      STAT,     vital,    ARM_02,   .,    1
    ARM,     .,    .,     ., 1996, 1996,   ACY,       1,1.835,24.82,      STAT,     vital,    ARM_02,   .,    1
    ARM,     .,    .,     ., 1997, 1997,   ACY,       1,1.681,24.93,      STAT,     vital,    ARM_02,   .,    1
    ARM,     .,    .,     ., 1998, 1998,   ACY,       1,1.508,25.06,      STAT,     vital,    ARM_02,   .,    1
    ARM,     .,    .,     ., 1999, 1999,   ACY,       1,1.388,25.03,      STAT,     vital,    ARM_02,   .,    1
    ARM,     .,    .,     ., 2000, 2000,   ACY,       1,1.305,25.20,      STAT,     vital,    ARM_02,   .,    1
    ARM,     .,    .,     ., 2001, 2001,   ACY,       1,1.239,25.18,      STAT,     vital,    ARM_02,   .,    1
    ARM,     .,    .,     ., 2002, 2002,   ACY,       1,1.208,25.10,      STAT,     vital,    ARM_02,   .,    1
    ARM,     .,    .,     ., 2003, 2003,   ACY,       1,1.349,25.09,      STAT,     vital,    ARM_02,   .,    1
    ARM,     .,    .,     ., 2004, 2004,   ACY,       1,1.388,25.13,      STAT,     vital,    ARM_02,   .,    1
    ARM,     .,    .,     ., 2005, 2005,   ACY,       1,1.365,25.37,      STAT,     vital,    ARM_02,   .,    1
