Country,Sex,Year,s,Age
FRACNP,Females,1816,1,90.27
FRACNP,Females,1816,10,79.09
FRACNP,Females,1816,20,73.03
FRACNP,Females,1816,30,67.47
FRACNP,Females,1816,40,61.11
FRACNP,Females,1816,50,52.4
FRACNP,Females,1816,60,40.22
FRACNP,Females,1816,70,24.97
FRACNP,Females,1816,80,6.3500000000000005
FRACNP,Females,1816,90,0.92
FRACNP,Females,1816,99,0.06
FRACNP,Females,1817,1,90.72
FRACNP,Females,1817,10,79.11
FRACNP,Females,1817,20,72.74
FRACNP,Females,1817,30,66.66
FRACNP,Females,1817,40,60.050000000000004
FRACNP,Females,1817,50,50.53
FRACNP,Females,1817,60,37.910000000000004
FRACNP,Females,1817,70,21.79
FRACNP,Females,1817,80,4.86
FRACNP,Females,1817,90,0.9
FRACNP,Females,1817,99,0.06
FRACNP,Females,1818,1,90.72
FRACNP,Females,1818,10,78.84
FRACNP,Females,1818,20,72.34
FRACNP,Females,1818,30,65.96000000000001
FRACNP,Females,1818,40,58.83
FRACNP,Females,1818,50,48.42
FRACNP,Females,1818,60,34.86
FRACNP,Females,1818,70,18.97
FRACNP,Females,1818,80,4.01
FRACNP,Females,1818,90,0.8200000000000001
FRACNP,Females,1818,99,0.06
FRACNP,Females,1819,1,90.58
FRACNP,Females,1819,10,78.94
FRACNP,Females,1819,20,72.22
FRACNP,Females,1819,30,65.44
FRACNP,Females,1819,40,57.83
FRACNP,Females,1819,50,46.47
FRACNP,Females,1819,60,31.93
FRACNP,Females,1819,70,15.47
FRACNP,Females,1819,80,3.31
FRACNP,Females,1819,90,0.74
FRACNP,Females,1819,99,0.06
FRACNP,Females,1820,1,89.63
FRACNP,Females,1820,10,78.73
FRACNP,Females,1820,20,72.45
FRACNP,Females,1820,30,66.48
FRACNP,Females,1820,40,59.96
FRACNP,Females,1820,50,50.33
FRACNP,Females,1820,60,37.24
FRACNP,Females,1820,70,21.04
FRACNP,Females,1820,80,4.71
FRACNP,Females,1820,90,0.86
FRACNP,Females,1820,99,0.06
FRACNP,Females,1821,1,91.63
FRACNP,Females,1821,10,80.14
FRACNP,Females,1821,20,73.76
FRACNP,Females,1821,30,67.78
FRACNP,Females,1821,40,60.910000000000004
FRACNP,Females,1821,50,51.02
FRACNP,Females,1821,60,37.2
FRACNP,Females,1821,70,20.490000000000002
FRACNP,Females,1821,80,4.43
FRACNP,Females,1821,90,0.87
FRACNP,Females,1821,99,0.06
FRACNP,Females,1822,1,90.84
FRACNP,Females,1822,10,79.97
FRACNP,Females,1822,20,73.56
FRACNP,Females,1822,30,67.4
FRACNP,Females,1822,40,60.300000000000004
FRACNP,Females,1822,50,49.49
FRACNP,Females,1822,60,34.57
FRACNP,Females,1822,70,18.06
FRACNP,Females,1822,80,3.62
FRACNP,Females,1822,90,0.72
FRACNP,Females,1822,99,0.05
FRACNP,Females,1823,1,91.21000000000001
FRACNP,Females,1823,10,80.38
FRACNP,Females,1823,20,74.18
FRACNP,Females,1823,30,68.59
FRACNP,Females,1823,40,61.86
FRACNP,Females,1823,50,52.27
FRACNP,Females,1823,60,38.6
FRACNP,Females,1823,70,21.490000000000002
FRACNP,Females,1823,80,4.71
FRACNP,Females,1823,90,0.81
FRACNP,Females,1823,99,0.06
FRACNP,Females,1824,1,92.02
FRACNP,Females,1824,10,80.45
FRACNP,Females,1824,20,74.12
FRACNP,Females,1824,30,68.15
FRACNP,Females,1824,40,61.11
FRACNP,Females,1824,50,50.980000000000004
FRACNP,Females,1824,60,36.52
FRACNP,Females,1824,70,19.330000000000002
FRACNP,Females,1824,80,3.68
FRACNP,Females,1824,90,0.75
FRACNP,Females,1824,99,0.06
FRACNP,Females,1825,1,91.19
FRACNP,Females,1825,10,79.91
FRACNP,Females,1825,20,73.3
FRACNP,Females,1825,30,66.92
FRACNP,Females,1825,40,59.61
FRACNP,Females,1825,50,48.88
FRACNP,Females,1825,60,34.160000000000004
FRACNP,Females,1825,70,17.150000000000002
FRACNP,Females,1825,80,3.45
FRACNP,Females,1825,90,0.75
FRACNP,Females,1825,99,0.06
FRACNP,Females,1826,1,89.77
FRACNP,Females,1826,10,78.9
FRACNP,Females,1826,20,72.42
FRACNP,Females,1826,30,66.09
FRACNP,Females,1826,40,58.59
FRACNP,Females,1826,50,47.43
FRACNP,Females,1826,60,32.58
FRACNP,Females,1826,70,16.21
FRACNP,Females,1826,80,3.59
FRACNP,Females,1826,90,0.78
FRACNP,Females,1826,99,0.06
FRACNP,Females,1827,1,91.16
FRACNP,Females,1827,10,79.68
FRACNP,Females,1827,20,73.16
FRACNP,Females,1827,30,67.17
FRACNP,Females,1827,40,60.25
FRACNP,Females,1827,50,50.36
FRACNP,Females,1827,60,36.65
FRACNP,Females,1827,70,21.09
FRACNP,Females,1827,80,4.93
FRACNP,Females,1827,90,0.88
FRACNP,Females,1827,99,0.06
FRACNP,Females,1828,1,90.34
FRACNP,Females,1828,10,78.87
FRACNP,Females,1828,20,72.31
FRACNP,Females,1828,30,66.04
FRACNP,Females,1828,40,58.61
FRACNP,Females,1828,50,47.47
FRACNP,Females,1828,60,32.62
FRACNP,Females,1828,70,15.870000000000001
FRACNP,Females,1828,80,3.2
FRACNP,Females,1828,90,0.75
FRACNP,Females,1828,99,0.06
FRACNP,Females,1829,1,89.68
FRACNP,Females,1829,10,78.88
FRACNP,Females,1829,20,72.76
FRACNP,Females,1829,30,67.09
FRACNP,Females,1829,40,60.5
FRACNP,Females,1829,50,50.800000000000004
FRACNP,Females,1829,60,36.93
FRACNP,Females,1829,70,21.44
FRACNP,Females,1829,80,4.75
FRACNP,Females,1829,90,0.9
FRACNP,Females,1829,99,0.06
FRACNP,Females,1830,1,89.86
FRACNP,Females,1830,10,78.91
FRACNP,Females,1830,20,72.81
FRACNP,Females,1830,30,67.16
FRACNP,Females,1830,40,60.47
FRACNP,Females,1830,50,50.78
FRACNP,Females,1830,60,37.11
FRACNP,Females,1830,70,21.37
FRACNP,Females,1830,80,4.71
FRACNP,Females,1830,90,0.9
FRACNP,Females,1830,99,0.06
FRACNP,Females,1831,1,90.12
FRACNP,Females,1831,10,79.37
FRACNP,Females,1831,20,73.38
FRACNP,Females,1831,30,67.71000000000001
FRACNP,Females,1831,40,60.94
FRACNP,Females,1831,50,51.01
FRACNP,Females,1831,60,36.67
FRACNP,Females,1831,70,20.64
FRACNP,Females,1831,80,4.5200000000000005
FRACNP,Females,1831,90,0.9500000000000001
FRACNP,Females,1831,99,0.07
FRACNP,Females,1832,1,87.57000000000001
FRACNP,Females,1832,10,75.85000000000001
FRACNP,Females,1832,20,68.92
FRACNP,Females,1832,30,62.1
FRACNP,Females,1832,40,53.800000000000004
FRACNP,Females,1832,50,42.99
FRACNP,Females,1832,60,30.8
FRACNP,Females,1832,70,16.52
FRACNP,Females,1832,80,3.91
FRACNP,Females,1832,90,0.84
FRACNP,Females,1832,99,0.06
FRACNP,Females,1833,1,90.76
FRACNP,Females,1833,10,79.2
FRACNP,Females,1833,20,72.79
FRACNP,Females,1833,30,66.69
FRACNP,Females,1833,40,59.53
FRACNP,Females,1833,50,48.71
FRACNP,Females,1833,60,34.74
FRACNP,Females,1833,70,19.53
FRACNP,Females,1833,80,4.45
FRACNP,Females,1833,90,0.87
FRACNP,Females,1833,99,0.06
FRACNP,Females,1834,1,89.55
FRACNP,Females,1834,10,77.88
FRACNP,Females,1834,20,71
FRACNP,Females,1834,30,63.97
FRACNP,Females,1834,40,55.11
FRACNP,Females,1834,50,42.22
FRACNP,Females,1834,60,27.39
FRACNP,Females,1834,70,10.620000000000001
FRACNP,Females,1834,80,2.6
FRACNP,Females,1834,90,0.64
FRACNP,Females,1834,99,0.05
DNK,Females,1835,1,92.22
DNK,Females,1835,10,80.76
DNK,Females,1835,20,74.33
DNK,Females,1835,30,67.82000000000001
DNK,Females,1835,40,60.63
DNK,Females,1835,50,50.08
DNK,Females,1835,60,36.43
DNK,Females,1835,70,19.62
DNK,Females,1835,80,4.4
DNK,Females,1835,90,0.84
DNK,Females,1835,99,0.06
FRACNP,Females,1835,1,90.62
FRACNP,Females,1835,10,79.49
FRACNP,Females,1835,20,73.17
FRACNP,Females,1835,30,67.15
FRACNP,Females,1835,40,60.18
FRACNP,Females,1835,50,50.14
FRACNP,Females,1835,60,36.67
FRACNP,Females,1835,70,21.8
FRACNP,Females,1835,80,5.22
FRACNP,Females,1835,90,0.93
FRACNP,Females,1835,99,0.06
DNK,Females,1836,1,90.62
DNK,Females,1836,10,80.26
DNK,Females,1836,20,74.13
DNK,Females,1836,30,68.36
DNK,Females,1836,40,61.92
DNK,Females,1836,50,52.92
DNK,Females,1836,60,40.69
DNK,Females,1836,70,26.830000000000002
DNK,Females,1836,80,6.96
DNK,Females,1836,90,0.85
DNK,Females,1836,99,0.06
FRACNP,Females,1836,1,91.16
FRACNP,Females,1836,10,80.37
FRACNP,Females,1836,20,74.48
FRACNP,Females,1836,30,69.18
FRACNP,Females,1836,40,62.96
FRACNP,Females,1836,50,54.370000000000005
FRACNP,Females,1836,60,41.36
FRACNP,Females,1836,70,26.07
FRACNP,Females,1836,80,7.16
FRACNP,Females,1836,90,1.1
FRACNP,Females,1836,99,0.07
DNK,Females,1837,1,89.57000000000001
DNK,Females,1837,10,79.4
DNK,Females,1837,20,73.32000000000001
DNK,Females,1837,30,68.07000000000001
DNK,Females,1837,40,62.17
DNK,Females,1837,50,54.410000000000004
DNK,Females,1837,60,43.800000000000004
DNK,Females,1837,70,30.79
DNK,Females,1837,80,12.25
DNK,Females,1837,90,1.1400000000000001
DNK,Females,1837,99,0.06
FRACNP,Females,1837,1,87.98
FRACNP,Females,1837,10,77.48
FRACNP,Females,1837,20,71.62
FRACNP,Females,1837,30,66.01
FRACNP,Females,1837,40,59.56
FRACNP,Females,1837,50,49.88
FRACNP,Females,1837,60,36.95
FRACNP,Females,1837,70,22.43
FRACNP,Females,1837,80,5.18
FRACNP,Females,1837,90,0.97
FRACNP,Females,1837,99,0.07
DNK,Females,1838,1,91.04
DNK,Females,1838,10,80.71000000000001
DNK,Females,1838,20,74.60000000000001
DNK,Females,1838,30,69.44
DNK,Females,1838,40,63.54
DNK,Females,1838,50,56.09
DNK,Females,1838,60,45.79
DNK,Females,1838,70,32.28
DNK,Females,1838,80,13.58
DNK,Females,1838,90,1.27
DNK,Females,1838,99,0.07
FRACNP,Females,1838,1,90.15
FRACNP,Females,1838,10,79.2
FRACNP,Females,1838,20,72.97
FRACNP,Females,1838,30,67.22
FRACNP,Females,1838,40,60.34
FRACNP,Females,1838,50,49.92
FRACNP,Females,1838,60,35.84
FRACNP,Females,1838,70,20.22
FRACNP,Females,1838,80,4.09
FRACNP,Females,1838,90,0.87
FRACNP,Females,1838,99,0.06
DNK,Females,1839,1,91.83
DNK,Females,1839,10,81.07000000000001
DNK,Females,1839,20,74.45
DNK,Females,1839,30,69.06
DNK,Females,1839,40,62.64
DNK,Females,1839,50,54.33
DNK,Females,1839,60,42.83
DNK,Females,1839,70,28.02
DNK,Females,1839,80,7.49
DNK,Females,1839,90,0.93
DNK,Females,1839,99,0.06
FRACNP,Females,1839,1,91.54
FRACNP,Females,1839,10,80.17
FRACNP,Females,1839,20,73.99
FRACNP,Females,1839,30,68.39
FRACNP,Females,1839,40,61.68
FRACNP,Females,1839,50,51.97
FRACNP,Females,1839,60,38.13
FRACNP,Females,1839,70,22.63
FRACNP,Females,1839,80,5.4
FRACNP,Females,1839,90,1.01
FRACNP,Females,1839,99,0.07
DNK,Females,1840,1,90.97
DNK,Females,1840,10,80.52
DNK,Females,1840,20,74.18
DNK,Females,1840,30,68.99
DNK,Females,1840,40,62.61
DNK,Females,1840,50,54.370000000000005
DNK,Females,1840,60,41.61
DNK,Females,1840,70,27.25
DNK,Females,1840,80,7.72
DNK,Females,1840,90,0.96
DNK,Females,1840,99,0.06
FRACNP,Females,1840,1,89.8
FRACNP,Females,1840,10,79.35000000000001
FRACNP,Females,1840,20,73.19
FRACNP,Females,1840,30,67.56
FRACNP,Females,1840,40,60.77
FRACNP,Females,1840,50,50.74
FRACNP,Females,1840,60,37.27
FRACNP,Females,1840,70,22.37
FRACNP,Females,1840,80,5.97
FRACNP,Females,1840,90,1.1
FRACNP,Females,1840,99,0.07
DNK,Females,1841,1,91.29
DNK,Females,1841,10,80.86
DNK,Females,1841,20,75.10000000000001
DNK,Females,1841,30,69.92
DNK,Females,1841,40,64.14
DNK,Females,1841,50,56.38
DNK,Females,1841,60,44.59
DNK,Females,1841,70,30.55
DNK,Females,1841,80,11.21
DNK,Females,1841,90,0.9500000000000001
DNK,Females,1841,99,0.06
FRACNP,Females,1841,1,91.01
FRACNP,Females,1841,10,80.36
FRACNP,Females,1841,20,74.22
FRACNP,Females,1841,30,68.76
FRACNP,Females,1841,40,61.870000000000005
FRACNP,Females,1841,50,51.83
FRACNP,Females,1841,60,37.78
FRACNP,Females,1841,70,22.330000000000002
FRACNP,Females,1841,80,5.49
FRACNP,Females,1841,90,1.1
FRACNP,Females,1841,99,0.07
DNK,Females,1842,1,90.73
DNK,Females,1842,10,80.65
DNK,Females,1842,20,74.84
DNK,Females,1842,30,69.84
DNK,Females,1842,40,64.03
DNK,Females,1842,50,57.11
DNK,Females,1842,60,46.06
DNK,Females,1842,70,32.52
DNK,Females,1842,80,12.42
DNK,Females,1842,90,1.02
DNK,Females,1842,99,0.06
FRACNP,Females,1842,1,89.99
FRACNP,Females,1842,10,79.35000000000001
FRACNP,Females,1842,20,73.31
FRACNP,Females,1842,30,67.9
FRACNP,Females,1842,40,61.17
FRACNP,Females,1842,50,51.17
FRACNP,Females,1842,60,37.46
FRACNP,Females,1842,70,22.37
FRACNP,Females,1842,80,5.64
FRACNP,Females,1842,90,0.99
FRACNP,Females,1842,99,0.07
DNK,Females,1843,1,91.7
DNK,Females,1843,10,80.89
DNK,Females,1843,20,74.91
DNK,Females,1843,30,69.91
DNK,Females,1843,40,64.45
DNK,Females,1843,50,57.44
DNK,Females,1843,60,47.02
DNK,Females,1843,70,34.17
DNK,Females,1843,80,17.5
DNK,Females,1843,90,1.43
DNK,Females,1843,99,0.06
FRACNP,Females,1843,1,90.34
FRACNP,Females,1843,10,79.89
FRACNP,Females,1843,20,73.94
FRACNP,Females,1843,30,68.54
FRACNP,Females,1843,40,61.84
FRACNP,Females,1843,50,51.77
FRACNP,Females,1843,60,37.56
FRACNP,Females,1843,70,22.09
FRACNP,Females,1843,80,5.18
FRACNP,Females,1843,90,1.01
FRACNP,Females,1843,99,0.07
DNK,Females,1844,1,90.73
DNK,Females,1844,10,80.61
DNK,Females,1844,20,75.05
DNK,Females,1844,30,70.08
DNK,Females,1844,40,64.5
DNK,Females,1844,50,57.76
DNK,Females,1844,60,47.78
DNK,Females,1844,70,34.85
DNK,Females,1844,80,16.6
DNK,Females,1844,90,1.4000000000000001
DNK,Females,1844,99,0.06
FRACNP,Females,1844,1,90.77
FRACNP,Females,1844,10,80.34
FRACNP,Females,1844,20,74.5
FRACNP,Females,1844,30,69.35000000000001
FRACNP,Females,1844,40,63.03
FRACNP,Females,1844,50,54.2
FRACNP,Females,1844,60,41.02
FRACNP,Females,1844,70,25.62
FRACNP,Females,1844,80,7.2700000000000005
FRACNP,Females,1844,90,1.18
FRACNP,Females,1844,99,0.07
DNK,Females,1845,1,91.76
DNK,Females,1845,10,81.62
DNK,Females,1845,20,75.91
DNK,Females,1845,30,70.96000000000001
DNK,Females,1845,40,65.02
DNK,Females,1845,50,57.78
DNK,Females,1845,60,46.49
DNK,Females,1845,70,32.2
DNK,Females,1845,80,12.370000000000001
DNK,Females,1845,90,1.1
DNK,Females,1845,99,0.06
FRACNP,Females,1845,1,91.41
FRACNP,Females,1845,10,80.81
FRACNP,Females,1845,20,75.12
FRACNP,Females,1845,30,70.09
FRACNP,Females,1845,40,64.07000000000001
FRACNP,Females,1845,50,55.800000000000004
FRACNP,Females,1845,60,42.94
FRACNP,Females,1845,70,27.43
FRACNP,Females,1845,80,9.08
FRACNP,Females,1845,90,1.37
FRACNP,Females,1845,99,0.08
DNK,Females,1846,1,90.61
DNK,Females,1846,10,80.63
DNK,Females,1846,20,74.58
DNK,Females,1846,30,69.24
DNK,Females,1846,40,63.25
DNK,Females,1846,50,54.43
DNK,Females,1846,60,41.300000000000004
DNK,Females,1846,70,26.5
DNK,Females,1846,80,7.640000000000001
DNK,Females,1846,90,0.75
DNK,Females,1846,99,0.05
FRACNP,Females,1846,1,90.37
FRACNP,Females,1846,10,80.04
FRACNP,Females,1846,20,74.10000000000001
FRACNP,Females,1846,30,68.57000000000001
FRACNP,Females,1846,40,61.730000000000004
FRACNP,Females,1846,50,51.74
FRACNP,Females,1846,60,37.44
FRACNP,Females,1846,70,22.19
FRACNP,Females,1846,80,5.29
FRACNP,Females,1846,90,1
FRACNP,Females,1846,99,0.07
DNK,Females,1847,1,89.71000000000001
DNK,Females,1847,10,79.31
DNK,Females,1847,20,73.83
DNK,Females,1847,30,68.69
DNK,Females,1847,40,62.870000000000005
DNK,Females,1847,50,54.47
DNK,Females,1847,60,41.72
DNK,Females,1847,70,26.68
DNK,Females,1847,80,7.19
DNK,Females,1847,90,0.79
DNK,Females,1847,99,0.06
FRACNP,Females,1847,1,88.55
FRACNP,Females,1847,10,78.65
FRACNP,Females,1847,20,72.81
FRACNP,Females,1847,30,67.29
FRACNP,Females,1847,40,60.71
FRACNP,Females,1847,50,51.18
FRACNP,Females,1847,60,38.1
FRACNP,Females,1847,70,23.54
FRACNP,Females,1847,80,6.59
FRACNP,Females,1847,90,1.12
FRACNP,Females,1847,99,0.07
DNK,Females,1848,1,91.77
DNK,Females,1848,10,80.28
DNK,Females,1848,20,74.27
DNK,Females,1848,30,69.19
DNK,Females,1848,40,63.24
DNK,Females,1848,50,55.620000000000005
DNK,Females,1848,60,42.72
DNK,Females,1848,70,26.29
DNK,Females,1848,80,6.140000000000001
DNK,Females,1848,90,0.88
DNK,Females,1848,99,0.06
FRACNP,Females,1848,1,89.46000000000001
FRACNP,Females,1848,10,79.11
FRACNP,Females,1848,20,73.13
FRACNP,Females,1848,30,67.6
FRACNP,Females,1848,40,60.83
FRACNP,Females,1848,50,51.13
FRACNP,Females,1848,60,37.63
FRACNP,Females,1848,70,23.02
FRACNP,Females,1848,80,5.87
FRACNP,Females,1848,90,1.03
FRACNP,Females,1848,99,0.07
DNK,Females,1849,1,90.42
DNK,Females,1849,10,79.27
DNK,Females,1849,20,73.35000000000001
DNK,Females,1849,30,68.07000000000001
DNK,Females,1849,40,61.870000000000005
DNK,Females,1849,50,53.42
DNK,Females,1849,60,41.08
DNK,Females,1849,70,25.810000000000002
DNK,Females,1849,80,6.51
DNK,Females,1849,90,0.92
DNK,Females,1849,99,0.06
FRACNP,Females,1849,1,88.11
FRACNP,Females,1849,10,76.88
FRACNP,Females,1849,20,70.01
FRACNP,Females,1849,30,62.84
FRACNP,Females,1849,40,53.93
FRACNP,Females,1849,50,42.19
FRACNP,Females,1849,60,29.66
FRACNP,Females,1849,70,15.8
FRACNP,Females,1849,80,3.39
FRACNP,Females,1849,90,0.81
FRACNP,Females,1849,99,0.06
DNK,Females,1850,1,93.3
DNK,Females,1850,10,81.66
DNK,Females,1850,20,76.04
DNK,Females,1850,30,71.23
DNK,Females,1850,40,65.85
DNK,Females,1850,50,58.4
DNK,Females,1850,60,47.38
DNK,Females,1850,70,32.05
DNK,Females,1850,80,12.42
DNK,Females,1850,90,1.3800000000000001
DNK,Females,1850,99,0.06
FRACNP,Females,1850,1,90.85000000000001
FRACNP,Females,1850,10,80.5
FRACNP,Females,1850,20,74.76
FRACNP,Females,1850,30,69.74
FRACNP,Females,1850,40,63.58
FRACNP,Females,1850,50,55.49
FRACNP,Females,1850,60,42.9
FRACNP,Females,1850,70,27.7
FRACNP,Females,1850,80,9.11
FRACNP,Females,1850,90,1.33
FRACNP,Females,1850,99,0.08
DNK,Females,1851,1,91.91
DNK,Females,1851,10,82.39
DNK,Females,1851,20,76.78
DNK,Females,1851,30,72.13
DNK,Females,1851,40,66.89
DNK,Females,1851,50,59.92
DNK,Females,1851,60,50.31
DNK,Females,1851,70,35.25
DNK,Females,1851,80,15.540000000000001
DNK,Females,1851,90,1.32
DNK,Females,1851,99,0.06
FRACNP,Females,1851,1,90.04
FRACNP,Females,1851,10,80.09
FRACNP,Females,1851,20,74.31
FRACNP,Females,1851,30,69.14
FRACNP,Females,1851,40,62.730000000000004
FRACNP,Females,1851,50,53.81
FRACNP,Females,1851,60,40.34
FRACNP,Females,1851,70,24.68
FRACNP,Females,1851,80,6.24
FRACNP,Females,1851,90,1.08
FRACNP,Females,1851,99,0.07
DNK,Females,1852,1,90.9
DNK,Females,1852,10,81.79
DNK,Females,1852,20,76.3
DNK,Females,1852,30,71.47
DNK,Females,1852,40,65.62
DNK,Females,1852,50,58.46
DNK,Females,1852,60,46.96
DNK,Females,1852,70,31.79
DNK,Females,1852,80,9.57
DNK,Females,1852,90,0.89
DNK,Females,1852,99,0.06
FRACNP,Females,1852,1,90.21000000000001
FRACNP,Females,1852,10,80.06
FRACNP,Females,1852,20,74.23
FRACNP,Females,1852,30,68.79
FRACNP,Females,1852,40,62.230000000000004
FRACNP,Females,1852,50,53
FRACNP,Females,1852,60,39.2
FRACNP,Females,1852,70,23.8
FRACNP,Females,1852,80,6.08
FRACNP,Females,1852,90,1.05
FRACNP,Females,1852,99,0.07
DNK,Females,1853,1,88.26
DNK,Females,1853,10,77.22
DNK,Females,1853,20,71.02
DNK,Females,1853,30,65.21000000000001
DNK,Females,1853,40,58.54
DNK,Females,1853,50,50.2
DNK,Females,1853,60,39.050000000000004
DNK,Females,1853,70,25.740000000000002
DNK,Females,1853,80,6.53
DNK,Females,1853,90,0.84
DNK,Females,1853,99,0.06
FRACNP,Females,1853,1,89.34
FRACNP,Females,1853,10,79.8
FRACNP,Females,1853,20,74.17
FRACNP,Females,1853,30,69.06
FRACNP,Females,1853,40,63
FRACNP,Females,1853,50,54.51
FRACNP,Females,1853,60,41.17
FRACNP,Females,1853,70,26.05
FRACNP,Females,1853,80,9.34
FRACNP,Females,1853,90,1.32
FRACNP,Females,1853,99,0.08
DNK,Females,1854,1,92.5
DNK,Females,1854,10,82.18
DNK,Females,1854,20,77.08
DNK,Females,1854,30,72.14
DNK,Females,1854,40,66.76
DNK,Females,1854,50,60.42
DNK,Females,1854,60,49.64
DNK,Females,1854,70,34.51
DNK,Females,1854,80,14.16
DNK,Females,1854,90,1.51
DNK,Females,1854,99,0.07
FRACNP,Females,1854,1,87.47
FRACNP,Females,1854,10,76.46000000000001
FRACNP,Females,1854,20,69.75
FRACNP,Females,1854,30,62.93
FRACNP,Females,1854,40,54.51
FRACNP,Females,1854,50,43.22
FRACNP,Females,1854,60,30.59
FRACNP,Females,1854,70,17.7
FRACNP,Females,1854,80,3.7
FRACNP,Females,1854,90,0.84
FRACNP,Females,1854,99,0.06
DNK,Females,1855,1,88.82000000000001
DNK,Females,1855,10,79.87
DNK,Females,1855,20,74.88
DNK,Females,1855,30,70.47
DNK,Females,1855,40,65.39
DNK,Females,1855,50,59.17
DNK,Females,1855,60,49.28
DNK,Females,1855,70,35.58
DNK,Females,1855,80,18.740000000000002
DNK,Females,1855,90,2.47
DNK,Females,1855,99,0.09
FRACNP,Females,1855,1,87.96000000000001
FRACNP,Females,1855,10,78.02
FRACNP,Females,1855,20,72.03
FRACNP,Females,1855,30,66.11
FRACNP,Females,1855,40,58.89
FRACNP,Females,1855,50,48.21
FRACNP,Females,1855,60,33.980000000000004
FRACNP,Females,1855,70,19.82
FRACNP,Females,1855,80,4.7700000000000005
FRACNP,Females,1855,90,0.96
FRACNP,Females,1855,99,0.07
DNK,Females,1856,1,91.67
DNK,Females,1856,10,81.79
DNK,Females,1856,20,76.44
DNK,Females,1856,30,71.98
DNK,Females,1856,40,67.05
DNK,Females,1856,50,60
DNK,Females,1856,60,49.81
DNK,Females,1856,70,35.410000000000004
DNK,Females,1856,80,16.53
DNK,Females,1856,90,2.25
DNK,Females,1856,99,0.09
FRACNP,Females,1856,1,89.81
FRACNP,Females,1856,10,80.04
FRACNP,Females,1856,20,74.03
FRACNP,Females,1856,30,68.45
FRACNP,Females,1856,40,61.78
FRACNP,Females,1856,50,51.86
FRACNP,Females,1856,60,37.31
FRACNP,Females,1856,70,21.98
FRACNP,Females,1856,80,5.58
FRACNP,Females,1856,90,1.01
FRACNP,Females,1856,99,0.07
DNK,Females,1857,1,90.17
DNK,Females,1857,10,80.41
DNK,Females,1857,20,74.92
DNK,Females,1857,30,69.68
DNK,Females,1857,40,63.59
DNK,Females,1857,50,55.230000000000004
DNK,Females,1857,60,42.01
DNK,Females,1857,70,26.25
DNK,Females,1857,80,7.69
DNK,Females,1857,90,1.36
DNK,Females,1857,99,0.07
FRACNP,Females,1857,1,89.31
FRACNP,Females,1857,10,79.4
FRACNP,Females,1857,20,73.28
FRACNP,Females,1857,30,67.65
FRACNP,Females,1857,40,60.76
FRACNP,Females,1857,50,50.870000000000005
FRACNP,Females,1857,60,36.54
FRACNP,Females,1857,70,21.03
FRACNP,Females,1857,80,4.91
FRACNP,Females,1857,90,0.85
FRACNP,Females,1857,99,0.06
DNK,Females,1858,1,90.95
DNK,Females,1858,10,80.7
DNK,Females,1858,20,74.61
DNK,Females,1858,30,68.86
DNK,Females,1858,40,61.79
DNK,Females,1858,50,50.910000000000004
DNK,Females,1858,60,34.97
DNK,Females,1858,70,16.09
DNK,Females,1858,80,4.45
DNK,Females,1858,90,1.25
DNK,Females,1858,99,0.08
FRACNP,Females,1858,1,88.39
FRACNP,Females,1858,10,78.54
FRACNP,Females,1858,20,72.59
FRACNP,Females,1858,30,67.02
FRACNP,Females,1858,40,60.35
FRACNP,Females,1858,50,50.54
FRACNP,Females,1858,60,36.53
FRACNP,Females,1858,70,21.240000000000002
FRACNP,Females,1858,80,4.94
FRACNP,Females,1858,90,0.88
FRACNP,Females,1858,99,0.06
DNK,Females,1859,1,91.86
DNK,Females,1859,10,81.88
DNK,Females,1859,20,76.33
DNK,Females,1859,30,71.26
DNK,Females,1859,40,65.85
DNK,Females,1859,50,57.72
DNK,Females,1859,60,45.74
DNK,Females,1859,70,29.61
DNK,Females,1859,80,8.57
DNK,Females,1859,90,1.85
DNK,Females,1859,99,0.08
FRACNP,Females,1859,1,88.44
FRACNP,Females,1859,10,78.13
FRACNP,Females,1859,20,71.61
FRACNP,Females,1859,30,65.22
FRACNP,Females,1859,40,56.76
FRACNP,Females,1859,50,43.51
FRACNP,Females,1859,60,27.26
FRACNP,Females,1859,70,10.42
FRACNP,Females,1859,80,2.41
FRACNP,Females,1859,90,0.6
FRACNP,Females,1859,99,0.05
DNK,Females,1860,1,91.23
DNK,Females,1860,10,81.29
DNK,Females,1860,20,75.86
DNK,Females,1860,30,70.9
DNK,Females,1860,40,65.59
DNK,Females,1860,50,58.47
DNK,Females,1860,60,46.51
DNK,Females,1860,70,31.740000000000002
DNK,Females,1860,80,12.67
DNK,Females,1860,90,1.81
DNK,Females,1860,99,0.08
FRACNP,Females,1860,1,90.45
FRACNP,Females,1860,10,80.53
FRACNP,Females,1860,20,74.81
FRACNP,Females,1860,30,69.77
FRACNP,Females,1860,40,63.82
FRACNP,Females,1860,50,55.86
FRACNP,Females,1860,60,42.9
FRACNP,Females,1860,70,26.900000000000002
FRACNP,Females,1860,80,8.19
FRACNP,Females,1860,90,1.27
FRACNP,Females,1860,99,0.08
DNK,Females,1861,1,91.65
DNK,Females,1861,10,82.13
DNK,Females,1861,20,77.02
DNK,Females,1861,30,72.57000000000001
DNK,Females,1861,40,67.74
DNK,Females,1861,50,61.77
DNK,Females,1861,60,52.22
DNK,Females,1861,70,37.77
DNK,Females,1861,80,20
